Time,SensorTimestamp,Value,Sensor
382,357406.0,MAX86915 RED
383,364617.0,MAX86915 IR
383,357433.0,MAX86915 RED
384,364619.0,MAX86915 IR
384,357381.0,MAX86915 RED
385,364622.0,MAX86915 IR
385,357432.0,MAX86915 RED
386,364638.0,MAX86915 IR
386,357388.0,MAX86915 RED
387,364683.0,MAX86915 IR
387,357379.0,MAX86915 RED
388,364721.0,MAX86915 IR
388,357410.0,MAX86915 RED
389,364723.0,MAX86915 IR
389,357427.0,MAX86915 RED
390,364771.0,MAX86915 IR
390,357426.0,MAX86915 RED
391,364801.0,MAX86915 IR
391,357436.0,MAX86915 RED
392,364893.0,MAX86915 IR
392,357454.0,MAX86915 RED
393,364897.0,MAX86915 IR
393,357451.0,MAX86915 RED
394,364956.0,MAX86915 IR
394,357519.0,MAX86915 RED
395,365009.0,MAX86915 IR
395,357486.0,MAX86915 RED
396,365047.0,MAX86915 IR
396,357522.0,MAX86915 RED
397,365115.0,MAX86915 IR
397,357546.0,MAX86915 RED
398,365118.0,MAX86915 IR
398,357546.0,MAX86915 RED
399,365154.0,MAX86915 IR
399,357536.0,MAX86915 RED
400,365147.0,MAX86915 IR
400,357512.0,MAX86915 RED
401,365133.0,MAX86915 IR
401,357479.0,MAX86915 RED
402,365107.0,MAX86915 IR
402,357486.0,MAX86915 RED
403,365060.0,MAX86915 IR
403,357449.0,MAX86915 RED
404,365116.0,MAX86915 IR
404,357474.0,MAX86915 RED
405,365121.0,MAX86915 IR
405,357467.0,MAX86915 RED
406,365163.0,MAX86915 IR
406,357463.0,MAX86915 RED
407,365194.0,MAX86915 IR
407,357478.0,MAX86915 RED
408,365208.0,MAX86915 IR
408,357477.0,MAX86915 RED
409,365203.0,MAX86915 IR
409,357443.0,MAX86915 RED
410,365236.0,MAX86915 IR
410,357418.0,MAX86915 RED
411,365229.0,MAX86915 IR
411,357420.0,MAX86915 RED
412,365258.0,MAX86915 IR
412,357448.0,MAX86915 RED
413,365251.0,MAX86915 IR
413,357482.0,MAX86915 RED
414,365234.0,MAX86915 IR
414,357435.0,MAX86915 RED
415,365289.0,MAX86915 IR
415,357435.0,MAX86915 RED
416,365275.0,MAX86915 IR
416,357434.0,MAX86915 RED
417,365314.0,MAX86915 IR
417,357437.0,MAX86915 RED
418,365301.0,MAX86915 IR
418,357465.0,MAX86915 RED
419,365324.0,MAX86915 IR
419,357431.0,MAX86915 RED
420,365390.0,MAX86915 IR
420,357463.0,MAX86915 RED
421,365431.0,MAX86915 IR
421,357462.0,MAX86915 RED
422,365489.0,MAX86915 IR
422,357516.0,MAX86915 RED
